id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6991188,The Marion Flat on Cherry Hill,2781551,Ron,Central Area,Minor,47.61089433,-122.3044801,Entire home/apt,115.00,2,3,2016-01-02,3,3,310,3,
7344117,"SUPER TALL, 5-Level Loft, 2200sf",38474213,Jessie,Central Area,Minor,47.60230148,-122.3071731,Entire home/apt,425.00,1,32,2015-12-30,5.68,1,188,32,
9506766,"California Modern, Open & Friendly",49265281,Tyler,Central Area,Minor,47.60613645,-122.3090328,Entire home/apt,119.00,1,2,2015-12-09,1.4,1,357,2,
6451305,A Walkers Paradise in Capitol Hill!,6807326,Jenny,Central Area,,47.60959625,-122.3164374,Entire home/apt,220.00,3,25,2015-12-19,3.55,1,318,25,
7531405,Private Bed/Bath in Modern Townhome,28230503,Ben,Central Area,Minor,47.60294718,-122.3132107,Private room,85.00,2,8,2015-11-18,2.45,1,138,8,
9612147,2BR/1Bath near Seattle University,49732402,David,Central Area,Minor,47.60216456,-122.3118822,Entire home/apt,100.00,1,2,2015-12-26,2,1,59,2,
666897,LovelyCottage near Downtown Seattle,1650960,Qing,Central Area,Minor,47.61137404,-122.3074812,Entire home/apt,99.00,3,18,2015-12-26,2.16,3,337,18,
4061051,Private Floor in Sleek Modern House,4366731,Jenny,Central Area,Minor,47.61148293,-122.3097651,Private room,120.00,1,6,2015-06-20,0.38,1,363,6,
3394338,Folksy Garden Studio,17124503,Adam,Central Area,Minor,47.61621959,-122.307324,Entire home/apt,150.00,2,20,2015-09-02,1.09,1,365,20,
4238106,Sweet City Space,2205509,Grace & Jared,Central Area,Minor,47.60927076,-122.3111256,Private room,75.00,2,6,2015-10-21,1.5,1,24,6,
7350059,Capitol Hill - Walk Score 91,13158974,Tim & Ryan,Central Area,Minor,47.61155082,-122.3068164,Private room,90.00,1,18,2016-01-01,3.16,1,351,18,
5262750,Seclusion in the HEART of Seattle,21006812,Rex,Central Area,Minor,47.61210627,-122.3041249,Entire home/apt,125.00,3,20,2015-12-29,3.37,1,251,20,
2802844,Room in award-winning modern home,273088,Gerry,Central Area,Minor,47.60187188,-122.307129,Private room,90.00,2,16,2015-12-04,1.07,2,328,16,
3123632,Capitol Hill Condo Walk Everywhere!,15865967,Glen,Central Area,Minor,47.61360689,-122.3124325,Entire home/apt,200.00,5,8,2015-08-23,0.45,1,331,8,
3024336,Sparkling Modern Seattle Home,6667088,Camille,Central Area,Minor,47.61237958,-122.3137424,Entire home/apt,200.00,2,40,2015-10-20,2.11,1,365,40,
8652185,Charming Seattle Home Near Downtown,36231919,Daniel,Central Area,Minor,47.60702962,-122.3069496,Entire home/apt,287.00,2,1,2015-11-27,0.77,1,62,1,
10192213,Stunning studio in trendy house,32059522,Renato,Central Area,Minor,47.60663359,-122.3160647,Entire home/apt,90.00,1,0,,,1,365,0,
3970736,Central Cozy private full 1 BR+ apt,16729336,Deborah,Central Area,Minor,47.61441923,-122.3067207,Entire home/apt,90.00,3,51,2016-01-01,3.11,1,350,51,
4546924,1 Bed+Den Eco-Retreat,2756070,Marlo,Central Area,Minor,47.60863925,-122.3065334,Entire home/apt,150.00,1,36,2015-12-28,3.2,1,231,36,
2760901,"Lovely Cottage, Walk to Pike/Pine",7483949,Frances,Central Area,Minor,47.61340138,-122.3034553,Entire home/apt,119.00,3,16,2015-09-12,0.79,1,365,16,
3490239,Perfect Family Vacation Home in SEA,16931768,Marie,Central Area,Minor,47.6041844,-122.312639,Entire home/apt,150.00,4,7,2015-08-17,0.42,1,359,7,
3416217,Sweet retreat in central Seattle!,15377123,Selma,Central Area,Minor,47.61250123,-122.3096554,Entire home/apt,170.00,3,31,2015-09-09,1.68,1,365,31,
5537833,Squire Park Lady 2-bed modern home,28716982,Ali,Central Area,Minor,47.60275515,-122.3119689,Entire home/apt,150.00,7,6,2015-10-19,0.71,1,365,6,
8372562,Luxury Lakeside Home with Views!,12009714,Jon,Central Area,Leschi,47.59680105,-122.2884614,Entire home/apt,279.00,3,1,2016-01-01,1,1,75,1,
8866960,Cozy Creative Room - Private Bath,23635078,Kelsey,Central Area,Leschi,47.596318,-122.2966468,Private room,55.00,2,3,2015-12-22,1.27,1,62,3,
3354614,Charming Madrona 1 Bedroom,16927095,Erika,Central Area,Leschi,47.60724932,-122.2941532,Entire home/apt,125.00,2,29,2015-09-29,1.56,1,365,29,
8953857,TOP FLOOR of ENGLISH TUDOR MANSION,46798170,Kevin,Central Area,,47.59620078,-122.2908042,Entire home/apt,129.00,2,0,,,1,277,0,
7093738,Ted's modern home - Master room,32807985,Ted,Central Area,Leschi,47.59515432,-122.2966662,Private room,90.00,1,1,2015-08-26,0.23,5,20,1,
5277900,Lovely home close to town and lake,19779189,Liz,Central Area,Leschi,47.60393134,-122.2945169,Entire home/apt,199.00,3,9,2015-09-08,1.04,1,110,9,
1171574,Private Entrance and Central,4485958,Phil,Central Area,Madrona,47.60781103,-122.2957674,Private room,65.00,2,158,2016-01-01,5.04,2,280,158,
1818754,2 BR/2 BA Modern House,9523916,Jon,Central Area,Atlantic,47.59266596,-122.2975618,Entire home/apt,200.00,3,0,,,1,83,0,
74328,Spacious Designer Condo,68641,Angela,Central Area,Leschi,47.60238656,-122.295347,Entire home/apt,92.00,2,53,2015-09-30,0.95,1,365,53,
6728017,Fantastic modern home in Leschi,12237174,Chris,Central Area,Leschi,47.59526163,-122.2972129,Entire home/apt,257.00,2,1,2015-08-11,0.2,1,185,1,
2612399,Studio Loft Garden Cottage,4485958,Phil,Central Area,Madrona,47.60744831,-122.2938155,Entire home/apt,79.00,3,62,2015-12-30,3.12,2,292,62,
2515795,"Lovely family home, stunning views",12878312,Sarah,Central Area,Leschi,47.59431107,-122.2944084,Entire home/apt,200.00,3,22,2015-12-02,1.3,1,365,22,
7093910,Ted's modern home - 2nd master room,32807985,Ted,Central Area,Leschi,47.59537123,-122.2967295,Private room,80.00,1,2,2015-09-20,0.46,5,20,2,
4170863,Mother in Law Apartment- Queen Bed,19193158,Faith,Central Area,Leschi,47.60459749,-122.296725,Entire home/apt,85.00,1,5,2014-11-02,0.32,1,330,5,
7941079,Blue room in Sunny Seattle,30421068,Alan,Central Area,,47.59259852,-122.2955471,Private room,65.00,1,7,2015-11-29,1.54,3,365,7,
1442973,Kitschy Central District w/ Hot Tub,386308,Amelia,Central Area,Leschi,47.59206643,-122.2935655,Entire home/apt,105.00,2,14,2015-12-20,0.5,1,215,14,
4396961,"Grey Room, Seattle’s Best",21649497,Jerome,Central Area,Leschi,47.60382449,-122.2932511,Private room,59.00,2,34,2015-11-27,3.6,4,365,34,
5859152,New remodel. Chef's kitchen. A/C,30421068,Alan,Central Area,Leschi,47.59172642,-122.2959851,Private room,59.00,1,15,2015-11-15,3.31,3,365,15,
8555794,Master Suite in Townhome,44891644,Taylor,Central Area,Leschi,47.59482904,-122.295632,Private room,75.00,1,0,,,3,365,0,
2112625,Be a Guest in this Perfect Townhome,10771753,Abe,Central Area,Leschi,47.59394152,-122.291088,Private room,56.00,2,18,2015-12-21,0.75,1,292,18,
8814802,Private Room near Lake Washington!,3329218,Andrew And Amanda,Central Area,,47.60070745,-122.2932732,Private room,100.00,1,0,,,1,365,0,
8273948,Secluded Apartment in Leschi,5544855,Ania,Central Area,Leschi,47.60582903,-122.2852102,Entire home/apt,85.00,2,13,2015-12-08,3.55,1,169,13,
319768,Family Friendly Modern Seattle Home,1577903,Jen,Central Area,Atlantic,47.5957085,-122.2975686,Entire home/apt,135.00,5,5,2013-12-28,0.11,1,96,5,
1961671,Madrona 3BR/ 2BA Charming Craftsman,10136334,Sasha,Central Area,Leschi,47.60639203,-122.2906124,Entire home/apt,200.00,2,20,2015-12-28,0.9,2,0,20,
3691288,Centrally Located 3bd/2.5ba Home,18791339,Young,Central Area,Atlantic,47.59708807,-122.2973948,Entire home/apt,163.00,2,5,2015-12-30,2.83,1,288,5,
8703557,Classical Sealle leafy street,41920475,Patrick,Central Area,Leschi,47.59880163,-122.2924761,Private room,83.00,1,0,,,1,365,0,
8525338,Modern Seattle Townhome,44891644,Taylor,Central Area,Leschi,47.5944386,-122.2938703,Entire home/apt,210.00,1,0,,,3,337,0,
8049470,Lake Washington view on Bus 27 line,42509172,Kelly,Central Area,Leschi,47.60297419,-122.2934195,Private room,59.00,1,14,2015-10-28,3.41,1,106,14,
1455908,"Convenient 2 BR, 10min to Downtown",7354398,Jesse,Central Area,Leschi,47.60568442,-122.2953598,Entire home/apt,135.00,2,32,2015-11-08,1.13,1,345,32,
8525825,Master with on suite bathroom,44891644,Taylor,Central Area,Leschi,47.59465847,-122.2954107,Private room,75.00,1,1,2015-09-30,0.31,3,365,1,
3463245,Private Studio Apt in Madrona,7730805,Stephanie,Central Area,Madrona,47.60778218,-122.2892843,Private room,109.00,2,20,2015-11-21,1.14,2,240,20,
4172364,Blue Room,21649497,Jerome,Central Area,,47.60475367,-122.2943826,Private room,55.00,2,33,2015-10-19,3.46,4,365,33,
3728802,Madrona Urban Oasis-Views & Space!!,19048175,Pam,Central Area,Leschi,47.60688433,-122.2872419,Entire home/apt,500.00,3,3,2015-08-31,0.18,1,0,3,
6512378,Quiet Place in a Busy City,34049026,Art And Jamie,Central Area,Leschi,47.59254368,-122.2939382,Private room,55.00,1,12,2015-12-01,1.63,1,341,12,
785830,Seattle View Home Near Lake/Downtow,4142902,Heath,Central Area,Leschi,47.6067369,-122.2900877,Entire home/apt,400.00,5,2,2015-08-14,0.12,1,72,2,
8616606,Modern 2BR/2BA in Heart of Seattle,45328434,Kerry,Central Area,Leschi,47.59220795,-122.2950032,Entire home/apt,105.00,2,14,2015-12-31,5,1,347,14,
5078244,Private room heart of Seattle!,26225259,Alberto Stein,Central Area,Leschi,47.60161607,-122.2943798,Private room,39.00,1,54,2015-12-25,5.98,1,356,54,
7921278,The Nest,38245647,Quay&Wren,Central Area,,47.59788774,-122.2969628,Private room,50.00,1,10,2015-12-02,2.36,2,352,10,
8016610,Cute 2 BR/1 BA in Central Seattle,31672756,Simon,Central Area,Leschi,47.59481013,-122.2961645,Entire home/apt,129.00,2,7,2015-12-29,1.75,1,229,7,
4468524,Yellow Room is Top Floor Top Notch!,21649497,Jerome,Central Area,Leschi,47.60429647,-122.2943586,Private room,44.00,2,41,2015-12-31,3.09,4,353,41,
8424532,Ideal Home for Small Reunions,658155,Joe,Central Area,Leschi,47.60437922,-122.2911153,Entire home/apt,350.00,7,2,2015-10-30,0.67,1,292,2,
6990882,Modern charm in heart of Seattle,32807985,Ted,Central Area,Leschi,47.59697059,-122.2964817,Entire home/apt,300.00,1,31,2015-12-23,5.41,5,302,31,
4017140,Bed & Bath + Garden Oasis = Peace,20159192,Michael,Central Area,,47.59176832,-122.2943217,Private room,53.00,2,37,2015-11-16,2.33,1,47,37,
9489310,Cozy Escape,49182357,Colleen,Central Area,Leschi,47.59390123,-122.2960535,Private room,60.00,1,1,2016-01-01,1,1,365,1,
8104742,Modern home in heart of Seattle,32807985,Ted,Central Area,Atlantic,47.59522339,-122.2966367,Entire home/apt,285.00,1,2,2016-01-02,2,5,350,2,
9407255,Sparrow's Landing 2br/1ba Lake View,11656980,LaDora,Central Area,Leschi,47.60256128,-122.2936553,Entire home/apt,210.00,2,0,,,1,166,0,
6475289,Modern luxury unit near downtown,25520296,Craig And John,Central Area,Leschi,47.59770094,-122.2919996,Entire home/apt,159.00,2,34,2015-12-21,5.34,1,250,34,
1377812,Lake Washington-Close to Downtown,3695109,John & Sarah,Central Area,Leschi,47.6046968,-122.2854892,Entire home/apt,225.00,2,55,2015-11-28,1.84,1,365,55,
9512909,1 bedroom apt in Seattle/Leschi,49292151,Paul & Izabela,Central Area,Leschi,47.60212072,-122.2901296,Entire home/apt,66.00,1,2,2015-12-22,2,1,220,2,
4432489,Spacious spot in central location,17571737,Cathy,Central Area,Leschi,47.59495768,-122.2951655,Entire home/apt,80.00,2,40,2015-11-08,3.22,1,359,40,
7471629,Quintessential NorthWest Hideaway,8899401,Bob,Central Area,,47.59176977,-122.2922878,Entire home/apt,79.00,1,27,2015-11-23,5.19,1,87,27,
8067827,The Lark's Nest,42612839,Leela,Central Area,Leschi,47.59319643,-122.2924921,Private room,120.00,1,1,2015-10-18,0.38,1,365,1,
4384095,Green Room,21649497,Jerome,Central Area,Leschi,47.60574573,-122.2928299,Private room,49.00,2,42,2015-11-05,3.03,4,365,42,
1351716,Sweet Central District Guest House,6592975,Huong And Bill,Central Area,Atlantic,47.59523563,-122.3097246,Entire home/apt,122.00,2,113,2015-10-13,3.74,1,266,113,
8392661,"New, Clean Third Floor Studio Apt",44222821,Tracey,Central Area,Atlantic,47.59362267,-122.3074618,Entire home/apt,90.00,1,15,2015-12-30,4.21,1,22,15,
281208,"Luxury, Location, Great For Family",658155,Joe,Central Area,Atlantic,47.59379732,-122.3051488,Entire home/apt,196.00,3,27,2015-11-23,0.57,1,269,27,
7859909,"New, modern Townhouse in Central",1982828,Andrew,Central Area,Atlantic,47.59943911,-122.3063463,Entire home/apt,115.00,1,14,2015-12-14,3.02,1,365,14,
9416373,One bedroom… Great location.,48823771,Harry,Central Area,,47.60004911,-122.309868,Entire home/apt,150.00,5,0,,,1,365,0,
1404307,Gorgeous cottage 5 min to downtown,1682544,Leo,Central Area,Atlantic,47.59142846,-122.3017387,Entire home/apt,125.00,2,15,2015-12-23,1.05,1,365,15,
7480843,Townhouse in Seattle,39170884,Smadar,Central Area,Atlantic,47.5944964,-122.2987894,Entire home/apt,175.00,3,0,,,1,365,0,
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60026601,-122.2998674,Private room,60.00,2,27,2015-12-16,0.8,2,338,27,
7037291,King Street Retreat,36896503,Doug,Central Area,Atlantic,47.59921759,-122.3120997,Private room,70.00,1,22,2015-11-15,4.46,1,104,22,
7931386,Downtown Seattle Vacation Condo,41823177,Phuc,Central Area,Atlantic,47.59561764,-122.3108208,Entire home/apt,175.00,2,4,2015-10-20,1.02,1,363,4,
8173825,Loft next to Mt. Baker Light Rail,6179918,Syed,Central Area,North Beacon Hill,47.57669612,-122.2968805,Entire home/apt,100.00,2,0,,,1,98,0,
6759104,Cozy Room - Netflix/Wi-Fi/Parking!,22758930,Sarah,Central Area,,47.59695169,-122.3019871,Private room,69.00,1,12,2015-12-26,2.95,1,85,12,
7619060,Private Room/Bath in Modern Home #2,12194562,Kazami,Central Area,Atlantic,47.59515922,-122.3090613,Private room,69.00,1,19,2015-12-21,4.22,2,168,19,
7095802,"Quiet Room, 2-mile to downtown",36964583,Kevin,Central Area,Atlantic,47.59213628,-122.3000801,Private room,35.00,1,23,2015-12-28,3.83,2,359,23,
8103432,Walkable to ID & Pioneer Square,2405911,Heather,Central Area,Atlantic,47.59802553,-122.3069675,Entire home/apt,140.00,2,1,2015-11-15,0.59,1,365,1,
3998922,Private Bed/Bath near Downtown,20732089,Brandon And Bethany,Central Area,Atlantic,47.59622687,-122.3029231,Private room,68.00,2,17,2015-10-22,1.1,1,161,17,
8922153,Basic Room in the Atlantic,20488068,Austin,Central Area,Atlantic,47.60016616,-122.307816,Private room,55.00,1,0,,,2,55,0,
5932882,Central Seattle Lodging House,30802218,Joanna,Central Area,Atlantic,47.58725541,-122.3003847,Entire home/apt,100.00,2,4,2015-08-11,0.57,2,88,4,
6187340,Studio near stadiums and downtown,8206519,Rebecca,Central Area,Atlantic,47.59370214,-122.3081055,Entire home/apt,70.00,1,4,2015-12-30,2.79,1,3,4,
8350401,Central Seattle Room,30802218,Joanna,Central Area,Atlantic,47.58622696,-122.2986161,Private room,90.00,2,1,2015-09-28,0.3,2,365,1,
1273432,Mod Home Central Seattle,6931145,Karen,Central Area,Minor,47.60158523,-122.3069832,Entire home/apt,275.00,3,14,2015-09-07,0.47,1,331,14,
2830174,"Fun, Cozy Seattle Launchpad",3381463,Katrina,Central Area,Atlantic,47.59321976,-122.3088915,Private room,60.00,1,26,2015-09-12,1.26,1,337,26,
9370866,Giant One Bedroom in the CD,20488068,Austin,Central Area,Atlantic,47.59984837,-122.3070342,Entire home/apt,125.00,1,1,2015-12-01,0.86,2,250,1,
8339303,One Of a Kind Garden Apartment,7129890,Erica,Central Area,,47.59364421,-122.3093201,Entire home/apt,100.00,1,0,,,1,336,0,
8107555,Bohemian Retro Style Studio,32090143,Cailyn,Central Area,Atlantic,47.59964652,-122.3073967,Entire home/apt,115.00,2,0,,,1,95,0,
3946160,Near Downtown Studio,20450031,Ken,Central Area,Atlantic,47.59197874,-122.3071759,Entire home/apt,90.00,1,141,2015-12-17,8.55,1,163,141,
4061207,Family friendly home near downtown,17530058,Langdon,Central Area,Atlantic,47.59316777,-122.3016992,Entire home/apt,90.00,2,3,2015-11-18,0.93,1,58,3,
113951,Oasis in the City,164430,Jill,Central Area,Atlantic,47.59704962,-122.2998868,Entire home/apt,250.00,3,10,2015-10-05,0.19,1,337,10,
5102135,Spacious loft space close to all,26300324,Molly,Central Area,Atlantic,47.59382038,-122.305967,Entire home/apt,119.00,7,0,,,1,324,0,
5060388,"Urban cabin with loft, full kitchen",9690840,Carol,Central Area,Atlantic,47.59958299,-122.3131538,Entire home/apt,95.00,2,38,2015-12-31,4.79,2,203,38,
286712,3BR Central District House,1274285,Galina,Central Area,Atlantic,47.59797618,-122.3008799,Entire home/apt,218.00,2,39,2015-11-09,0.88,3,365,39,
5463875,Seattle 1BD Condo - Great Location!,21685806,Jon,Central Area,Atlantic,47.59437235,-122.3093581,Entire home/apt,120.00,2,1,2015-07-06,0.16,1,194,1,
4316910,Cozy Suite ~1 Mile from Seahawks,22411484,Malhar,Central Area,Atlantic,47.59127371,-122.3057614,Entire home/apt,64.00,2,18,2015-10-22,2.65,1,365,18,
7093986,Ted's modern home - Second room,32807985,Ted,Central Area,Leschi,47.59696031,-122.2981652,Private room,80.00,1,0,,,5,20,0,
4777832,Huge Industrial Live-Work Loft,24561026,Josh,Central Area,Atlantic,47.59578066,-122.3096529,Entire home/apt,170.00,1,80,2015-12-29,6.35,1,152,80,
7429207,Urban Farmhouse - Seattle Oasis,64929,Kate,Central Area,Atlantic,47.59639091,-122.3049055,Entire home/apt,168.00,4,1,2015-08-23,0.22,1,142,1,
7664565,"Private Room/Bath, Downtown-2 miles",13200167,Kumail,Central Area,Atlantic,47.59856675,-122.307544,Private room,60.00,1,25,2015-12-19,4.9,3,132,25,
5792683,"Beautiful, fully equipped studio ",20046375,Hila,Central Area,Atlantic,47.59371046,-122.3041901,Entire home/apt,85.00,1,4,2015-09-06,0.69,1,365,4,
1856970,Central location/1900s Home w/patio,9690840,Carol,Central Area,Atlantic,47.59933473,-122.3113683,Private room,70.00,2,183,2015-12-30,7.75,2,362,183,
4084712,"Quaint & Cozy, a Place to Call Home",21184497,M&K,Central Area,Atlantic,47.59361162,-122.3097999,Entire home/apt,115.00,1,45,2015-12-22,2.99,1,30,45,
6411986,Seattle Private Rm Next to Downtown,7431966,Tim,Central Area,Atlantic,47.59196614,-122.3083929,Private room,90.00,2,9,2015-09-09,1.21,1,363,9,
9258687,The Norman - Modern Simplicity,7057436,Giovanni,Central Area,Atlantic,47.59235748,-122.3033445,Private room,125.00,1,0,,,1,34,0,
9426058,"Modern Apartment, Downtown-2 miles",13200167,Kumail,Central Area,Atlantic,47.60044106,-122.3092233,Entire home/apt,80.00,1,1,2016-01-01,1,3,26,1,
9736801,The Landing,38245647,Quay&Wren,Central Area,Minor,47.60141207,-122.3128888,Entire home/apt,90.00,1,0,,,2,365,0,
4297068,Modern + Green 2BD Townhouse,21640303,Chris,Central Area,Atlantic,47.59982699,-122.3094831,Entire home/apt,149.00,3,6,2015-12-01,0.42,1,0,6,
8221520,3 BR/2.5 BA Home in Seattle,33940698,Daniel,Central Area,Atlantic,47.58748247,-122.3006221,Entire home/apt,250.00,2,7,2015-12-01,2.28,1,62,7,
2387605,Private Room/Bath in Modern Home #1,12194562,Kazami,Central Area,Atlantic,47.59412508,-122.3086619,Private room,69.00,1,61,2015-12-21,3.83,2,171,61,
8389809,Artists home,44207072,YingYing,Central Area,Atlantic,47.5942898,-122.3091905,Private room,65.00,1,2,2015-11-09,0.56,1,365,2,
7048843,"Large Room, 2-mile to downtown",36964583,Kevin,Central Area,Atlantic,47.59083217,-122.2998134,Private room,40.00,1,26,2015-12-29,4.79,2,79,26,
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60051049,-122.301994,Private room,60.00,2,31,2015-11-28,0.86,2,336,31,
6423488,Modern and cozy home in Seattle,10199216,Nicole,Central Area,Minor,47.60138626,-122.307679,Entire home/apt,149.00,3,5,2015-08-11,0.85,1,337,5,
7241905,1 Bedroom Apt near Downtown Seattle,26713142,Mary,Central Area,Atlantic,47.60011268,-122.3037545,Entire home/apt,115.00,1,7,2015-09-21,1.35,1,154,7,
1246809,1BdRm 3bds w/AC fits 6snug Near DT,862329,Prez & Cherie,Central Area,Atlantic,47.58172347,-122.2989805,Entire home/apt,79.00,1,64,2015-12-11,2.06,11,365,64,
10273158,Pike Place High Rise 99 Walk Score,50550045,Diane,Downtown,Central Business District,47.61070501,-122.340975,Entire home/apt,129.00,2,0,,,6,352,0,
5615620,Downtown Apt by Pike Place Market,10903708,Ashley & Ryan,Downtown,Pike Place Market,47.60927418,-122.3408774,Entire home/apt,100.00,2,52,2015-12-20,5.98,3,219,52,
936484,Marketside Flats next to Pike! MS1,4962900,Jordan,Downtown,Pike Place Market,47.60854615,-122.3391915,Entire home/apt,76.00,2,7,2015-08-10,0.46,1,361,7,
5415077,Spacious Room in Pike Place Market!,26547165,Greg,Downtown,Pike Place Market,47.60979836,-122.340368,Private room,95.00,1,43,2015-12-22,4.37,1,80,43,
938785,Best Ocean Views By Pike Place! PA1,4962900,Jordan,Downtown,,47.60846227,-122.3395063,Entire home/apt,100.00,2,13,2015-11-06,0.63,1,359,13,
934216,Amazing Waterview! PIKE PLACE! HSW,4962900,Jordan,Downtown,Central Business District,47.60816273,-122.3389926,Entire home/apt,137.00,2,20,2015-10-22,0.68,1,362,20,
6119821,Green Tortoise Hostel,31751507,Rex,Downtown,Pike Place Market,47.60908008,-122.3401055,Shared room,38.00,1,19,2016-01-01,2.47,2,342,19,
3385421,Triple Venti View & Suite Lux,16255476,Ken,Downtown,Pike Place Market,47.61217391,-122.3433935,Entire home/apt,557.00,6,31,2015-08-17,1.75,1,364,31,
5981343,Pikes market with view and parking,21473544,Naima,Downtown,Pike Place Market,47.60866344,-122.3413011,Entire home/apt,160.00,1,48,2015-12-28,6.32,1,336,48,
9706229,Pike Place Market - Art Suite,15787538,Matt & Dan,Downtown,Pike Place Market,47.61051908,-122.3418096,Entire home/apt,179.00,2,6,2015-12-31,6,2,354,6,
8212989,Green Tortoise,31751507,Rex,Downtown,Pike Place Market,47.60772361,-122.3404758,Shared room,41.00,1,3,2015-12-31,2.57,2,84,3,
9444769,"5 Star View, PIKE PLACE, Parking S9",4411144,Emma,Downtown,Pike Place Market,47.6088217,-122.3410176,Entire home/apt,97.00,1,0,,,3,324,0,
5422159,Luxurious Seattle Apartment,26232234,Jen,Downtown,Central Business District,47.60777108,-122.3396398,Entire home/apt,99.00,1,43,2015-11-16,4.4,1,350,43,
9532861,Modern Loft in Pike Place,5241841,Viola,Downtown,Pike Place Market,47.61056026,-122.3412964,Entire home/apt,149.00,2,1,2015-11-29,0.81,1,27,1,
3380159,Pike's Place. 100 Walkscore,8534462,Daniela,Downtown,Pike Place Market,47.60969349,-122.3419973,Entire home/apt,199.00,2,50,2015-10-21,2.71,3,148,50,
9294683,Pike Place Market - Art Gallery,15787538,Matt & Dan,Downtown,Pike Place Market,47.60846138,-122.3418883,Entire home/apt,157.00,1,14,2015-12-31,7.78,2,77,14,
8253456,Modern apt. In the heart of Seattle,3436665,Hanna,Downtown,Pike Place Market,47.61099527,-122.3435219,Entire home/apt,170.00,2,10,2015-12-01,2.73,1,154,10,
944237,"Pike Place Market, Parking, View S3",4411144,Emma,Downtown,Pike Market,47.60723759,-122.3413143,Entire home/apt,85.00,2,9,2015-10-31,0.28,3,314,9,
4165387,2BD SEA Pike Place & Belltown Haven,18168733,Michelle,Downtown,Pike Place Market,47.60800146,-122.3398458,Entire home/apt,299.00,2,26,2015-12-30,3.07,2,79,26,
9866984,Downtown Seattle Apartment 1BR Unit,31032640,Noé,Downtown,Pike Place Market,47.60880267,-122.3393003,Entire home/apt,95.00,2,1,2015-12-29,1,1,288,1,
7179337,"Location!! A/C, Parking, Loaded, S5",4411144,Emma,Downtown,,47.60775334,-122.3413479,Entire home/apt,99.00,1,14,2015-12-27,2.4,3,312,14,
9768655,CITY CENTER downtown location!,3792761,Kimberly,Downtown,Pike Place Market,47.61041221,-122.3414902,Entire home/apt,165.00,2,0,,,1,360,0,
8015531,Large Pike Place Apt w/ Balcony,11845596,Charlotte,Downtown,Pike Place Market,47.60855884,-122.3402696,Entire home/apt,114.00,1,40,2016-01-02,11.01,2,70,40,
991961,"2 Bedroom, 2 Bath Cloud Nine Oasis",74305,Darik,Downtown,Pike Place Market,47.60817001,-122.3383759,Entire home/apt,311.00,7,7,2015-12-01,0.21,6,139,7,
4597584,Perfect location. Luxury apartment.,406456,Brittany,Downtown,Pike Place Market,47.61078024,-122.3411651,Entire home/apt,160.00,2,0,,,1,365,0,
8035212,Pike Place Market - Downtown Apt,10903708,Ashley & Ryan,Downtown,Pike Place Market,47.60768097,-122.3402667,Entire home/apt,100.00,2,31,2016-01-01,7.32,3,185,31,
8053396,Pike Place Market GetAway with View,42529996,Jones,Downtown,Pike Place Market,47.60873775,-122.3411808,Entire home/apt,150.00,2,21,2015-12-28,5.43,1,67,21,
9634448,Best View in Downtown Seattle,49825248,Jeff,Downtown,Pike Place Market,47.60893109,-122.3402823,Entire home/apt,357.00,7,0,,,1,358,0,
2516391,Lake Union City Cabin,2033580,Anthony,Cascade,Eastlake,47.64482057,-122.3274884,Entire home/apt,135.00,2,16,2015-10-27,0.82,1,351,16,
7581631,Modern + Cozy Eastlake/Lk Union 2BR,316200,William,Cascade,Eastlake,47.6409173,-122.3233215,Entire home/apt,110.00,3,6,2015-12-23,1.42,4,323,6,
7067650,Charming Eastlake Bungalow,2822168,Jarred & Tess,Cascade,Eastlake,47.64208137,-122.3246051,Entire home/apt,75.00,2,9,2015-11-02,1.99,1,121,9,
706385,"Lake Union view ""Sky Cabin"" apt.",2070664,Gillian,Cascade,Eastlake,47.64338999,-122.3258219,Entire home/apt,138.00,2,188,2015-12-30,4.85,2,155,188,
6005443,Spanish Deco Lakeside Apartment,9271799,Jeffrey,Cascade,Eastlake,47.6405253,-122.3285206,Entire home/apt,129.00,4,3,2015-09-28,0.64,1,303,3,
6883913,Cozy Eastlake Flat. Amazing Views,28179295,Anthony,Cascade,Eastlake,47.63917689,-122.3262251,Entire home/apt,120.00,2,31,2015-12-20,4.72,1,331,31,
6523393,Great Location by Lake Union & SLU,6152910,Christy,Cascade,Eastlake,47.6394781,-122.3259309,Entire home/apt,95.00,2,26,2015-11-23,4.43,1,356,26,
7922676,VIEW APT OVERLOOKING LAKE UNION!!!!,527224,Wally & Ela,Cascade,Eastlake,47.64078787,-122.3232083,Entire home/apt,140.00,10,0,,,1,0,0,
6766513,Eastlake Condo,35425028,Christy,Cascade,Eastlake,47.63757485,-122.3233591,Entire home/apt,95.00,2,20,2015-12-20,3.03,1,162,20,
682135,Sweet APT. Eastlake View Lake Union,222538,Suryo,Cascade,Eastlake,47.64007904,-122.3255434,Entire home/apt,91.00,2,7,2015-09-27,0.26,1,306,7,
